LO_Power,25
IF_volt,0.75
Note: 
|['LO_F', 'IF_F', 'q', 'phase', 'dc_i', 'dc_q', 'H-1', 'H0', 'H1', 'H2', 'H3']|
9100000000.0,150000000.0,0.9750666666666666,96.58333333333333,-0.024978548288345337,0.052685726433992386,-65.18366666666667,-67.617,-12.191,-68.092,-68.71266666666666
9100000000.0,200000000.0,0.9660000000000001,96.58333333333333,-0.024978548288345337,0.052685726433992386,-67.87933333333334,-67.281,-12.575,-67.15933333333334,-64.76033333333334
9100000000.0,250000000.0,0.9609000000000001,96.75,-0.024978548288345337,0.052685726433992386,-67.07433333333334,-67.30333333333334,-12.058,-68.11233333333334,-62.70133333333333
9100000000.0,300000000.0,0.9575,97.08333333333333,-0.024978548288345337,0.052685726433992386,-67.215,-64.88866666666667,-12.335,-63.059,-58.42666666666667
9100000000.0,350000000.0,0.9575,97.08333333333333,-0.024978548288345337,0.052685726433992386,-66.807,-66.29433333333334,-12.187,-59.980333333333334,-58.574
9100000000.0,400000000.0,0.9518333333333334,96.75,-0.024978548288345337,0.052685726433992386,-66.00233333333334,-66.15333333333334,-12.465,-57.68633333333333,-58.42666666666667
9100000000.0,450000000.0,0.9433333333333332,97.08333333333333,-0.024978548288345337,0.052685726433992386,-67.85333333333334,-67.78333333333333,-12.442,-54.86533333333333,-58.323
9100000000.0,500000000.0,0.9376666666666665,97.50000000000001,-0.024978548288345337,0.052685726433992386,-67.34066666666666,-67.33866666666667,-12.601,-52.104,-57.26733333333333
9200000000.0,50000000.0,0.9773333333333334,96.25,-0.02500000000000001,0.036000000000000004,-67.821,-66.81466666666667,-11.971,-69.30733333333333,-68.53833333333333
9200000000.0,100000000.0,0.9716666666666667,96.25,-0.024978548288345337,0.03602442890405655,-65.14233333333333,-67.09966666666666,-12.516,-68.223,-68.30633333333333
9200000000.0,150000000.0,0.9660000000000001,95.91666666666667,-0.024978548288345337,0.03602442890405655,-65.48166666666667,-67.94333333333333,-12.142,-67.07866666666666,-68.177
9200000000.0,200000000.0,0.9631666666666667,96.25,-0.024978548288345337,0.03602442890405655,-66.16433333333333,-67.04033333333334,-12.374,-66.69033333333333,-66.917
9200000000.0,250000000.0,0.9575,96.25,-0.025666666666666678,0.036000000000000004,-67.71633333333332,-66.96033333333332,-12.032,-65.975,-62.54833333333333
9200000000.0,300000000.0,0.9575,96.25,-0.025699950754642487,0.03602442890405655,-66.50766666666667,-65.93766666666667,-12.108,-62.842333333333336,-59.27233333333333
9200000000.0,350000000.0,0.9495666666666668,96.25,-0.025699950754642487,0.03602442890405655,-66.51066666666667,-64.87066666666666,-12.06,-58.137,-59.25866666666667
9200000000.0,400000000.0,0.9433333333333332,96.25,-0.025699950754642487,0.03602442890405655,-67.054,-67.42133333333334,-12.15,-57.186,-60.597
9200000000.0,450000000.0,0.9376666666666665,96.58333333333333,-0.025699950754642487,0.03602442890405655,-68.18933333333334,-67.148,-12.517,-54.579,-58.73466666666667
9200000000.0,500000000.0,0.9314333333333332,97.08333333333333,-0.02500000000000001,0.036000000000000004,-66.86133333333333,-68.14966666666668,-13.023,-52.58133333333333,-58.538333333333334
9300000000.0,50000000.0,0.9779000000000001,95.41666666666667,-0.04033333333333334,0.06799999999999999,-65.702,-64.043,-11.812,-66.89233333333334,-66.73466666666666
9300000000.0,100000000.0,0.9801666666666667,95.41666666666667,-0.04033333333333334,0.06733333333333333,-64.56,-67.499,-12.193,-67.11433333333333,-67.651
9300000000.0,150000000.0,0.9801666666666667,95.0,-0.04030834510922432,0.06736567616462708,-66.227,-66.864,-12.039,-67.64733333333334,-68.09033333333333
9300000000.0,200000000.0,0.9739333333333333,94.66666666666667,-0.04030834510922432,0.06736567616462708,-66.30866666666667,-67.789,-12.168,-67.039,-68.13866666666667
9300000000.0,250000000.0,0.9660000000000001,94.66666666666667,-0.04030834510922432,0.06736567616462708,-67.93566666666666,-68.03866666666667,-11.804,-66.428,-64.83766666666666
9300000000.0,300000000.0,0.9586333333333334,94.66666666666667,-0.04030834510922432,0.06736567616462708,-67.80199999999999,-65.39933333333333,-11.768,-62.845666666666666,-61.891
9300000000.0,350000000.0,0.9552333333333334,95.0,-0.04030834510922432,0.06736567616462708,-66.14066666666668,-68.13266666666667,-12.064,-60.13,-60.861666666666665
9300000000.0,400000000.0,0.9518333333333334,95.0,-0.04030834510922432,0.06736567616462708,-65.53333333333333,-68.29266666666668,-12.49,-56.32266666666667,-62.077
9300000000.0,450000000.0,0.9495666666666668,95.33333333333333,-0.04030834510922432,0.06736567616462708,-66.49799999999999,-68.08500000000001,-12.597,-55.098,-60.784333333333336
9300000000.0,500000000.0,0.9433333333333332,95.41666666666667,-0.04030834510922432,0.06736567616462708,-68.816,-68.13433333333333,-13.075,-53.062666666666665,-61.553666666666665
9400000000.0,50000000.0,0.9858333333333333,94.5,-0.04366666666666667,0.08299999999999999,-68.223,-67.44033333333334,-11.902,-65.948,-66.555
9400000000.0,100000000.0,0.9824333333333334,94.16666666666667,-0.043644826859235764,0.08303630352020264,-66.083,-66.97133333333333,-12.065,-66.41933333333333,-68.69833333333334
9400000000.0,150000000.0,0.9801666666666667,94.16666666666667,-0.043644826859235764,0.08303630352020264,-64.90366666666667,-64.859,-11.887,-64.99333333333333,-67.354
9400000000.0,200000000.0,0.9773333333333334,94.16666666666667,-0.043644826859235764,0.08303630352020264,-66.546,-65.47399999999999,-12.012,-67.61399999999999,-66.52066666666666
9400000000.0,250000000.0,0.9739333333333333,94.16666666666667,-0.043644826859235764,0.08303630352020264,-66.42399999999999,-64.688,-11.934,-64.73833333333333,-64.26333333333334
9400000000.0,300000000.0,0.9716666666666667,94.16666666666667,-0.045000000000000005,0.08299999999999999,-66.53999999999999,-67.10733333333333,-12.093,-64.10466666666666,-64.08766666666666
9400000000.0,350000000.0,0.9660000000000001,94.16666666666667,-0.044997457414865494,0.08303630352020264,-65.294,-68.56633333333333,-12.139,-59.15166666666667,-63.12566666666667
9400000000.0,400000000.0,0.9609000000000001,93.66666666666667,-0.044997457414865494,0.08303630352020264,-67.91233333333334,-68.27466666666666,-12.636,-57.663666666666664,-65.39666666666666
9400000000.0,450000000.0,0.9518333333333334,94.16666666666667,-0.044997457414865494,0.08303630352020264,-65.37933333333334,-68.27433333333333,-12.768,-54.963,-62.74366666666666
9400000000.0,500000000.0,0.9433333333333332,94.16666666666667,-0.044997457414865494,0.08303630352020264,-67.64266666666667,-66.71466666666667,-12.8,-52.626666666666665,-61.299
9500000000.0,50000000.0,0.9750666666666666,94.16666666666667,-0.052000000000000005,0.06933333333333333,-66.19066666666667,-64.66633333333333,-9.781,-64.84166666666667,-64.51866666666666
9500000000.0,100000000.0,0.9750666666666666,94.16666666666667,-0.052000000000000005,0.06933333333333333,-65.48633333333333,-66.26433333333333,-12.057,-65.52666666666666,-67.17466666666667
9500000000.0,150000000.0,0.9773333333333334,94.16666666666667,-0.052031125873327255,0.06934702396392822,-67.578,-64.35733333333333,-12.125,-66.82833333333333,-67.79899999999999
9500000000.0,200000000.0,0.9750666666666666,93.83333333333334,-0.05333333333333334,0.06799999999999999,-68.59333333333333,-68.161,-12.3,-66.551,-67.257
9500000000.0,250000000.0,0.9739333333333333,93.66666666666667,-0.053293582051992416,0.06799610704183578,-66.977,-67.78399999999999,-12.03,-66.413,-65.71900000000001
9500000000.0,300000000.0,0.9660000000000001,93.66666666666667,-0.053293582051992416,0.06799610704183578,-66.39399999999999,-67.416,-12.365,-63.373,-63.519333333333336
9500000000.0,350000000.0,0.9575,93.33333333333334,-0.053293582051992416,0.06799610704183578,-66.67766666666667,-68.832,-12.383,-59.656,-65.626
9500000000.0,400000000.0,0.9518333333333334,93.33333333333334,-0.053293582051992416,0.06799610704183578,-65.60666666666667,-67.088,-12.341,-57.872,-64.75
9500000000.0,450000000.0,0.9433333333333332,93.66666666666667,-0.053293582051992416,0.06799610704183578,-66.941,-65.541,-12.71,-55.900999999999996,-64.574
9500000000.0,500000000.0,0.9376666666666665,93.83333333333334,-0.053293582051992416,0.06799610704183578,-65.423,-63.10066666666667,-13.119,-52.62466666666667,-63.322
9600000000.0,50000000.0,0.9671333333333334,93.83333333333334,-0.03400000000000001,0.08466666666666665,-61.672333333333334,-64.49966666666667,-10.228,-63.02133333333334,-65.62766666666667
9600000000.0,100000000.0,0.9779000000000001,93.66666666666667,-0.03333333333333334,0.08466666666666665,-64.62666666666667,-64.878,-10.385,-63.68866666666667,-63.78333333333333
9600000000.0,150000000.0,0.9756333333333334,93.33333333333334,-0.03336484730243683,0.08465740084648132,-63.882333333333335,-65.57866666666666,-11.827,-66.44933333333334,-66.25466666666667
9600000000.0,200000000.0,0.9716666666666667,92.58333333333334,-0.03400000000000001,0.08466666666666665,-64.44966666666667,-66.62233333333333,-12.254,-67.04266666666666,-67.33033333333333
9600000000.0,250000000.0,0.9609000000000001,92.58333333333334,-0.03399607539176941,0.08465740084648132,-68.92,-67.15066666666667,-12.208,-67.70599999999999,-67.83933333333333
9600000000.0,300000000.0,0.9518333333333334,92.91666666666667,-0.03399607539176941,0.08465740084648132,-67.073,-66.432,-12.037,-64.19566666666667,-64.197
9600000000.0,350000000.0,0.9518333333333334,92.91666666666667,-0.03399607539176941,0.08465740084648132,-67.278,-65.66966666666667,-12.304,-60.514,-66.49833333333333
9600000000.0,400000000.0,0.9541000000000001,92.58333333333334,-0.03399607539176941,0.08465740084648132,-67.57266666666666,-67.47066666666666,-12.604,-57.724666666666664,-67.299
9600000000.0,450000000.0,0.949,92.58333333333334,-0.03400000000000001,0.08466666666666665,-68.09466666666667,-67.81133333333334,-13.004,-54.678000000000004,-67.08800000000001
9600000000.0,500000000.0,0.9387999999999999,92.58333333333334,-0.03399607539176941,0.08465740084648132,-67.49533333333333,-66.39033333333333,-12.746,-52.285666666666664,-64.56066666666666
9700000000.0,50000000.0,0.9750666666666666,92.08333333333334,-0.012333333333333349,0.10600000000000001,-61.57966666666667,-64.49333333333334,-9.894,-63.835,-64.68599999999999
9700000000.0,100000000.0,0.9716666666666667,91.58333333333334,-0.012333333333333349,0.10600000000000001,-66.088,-62.35633333333333,-10.204,-65.16133333333333,-65.61566666666667
9700000000.0,150000000.0,0.9637333333333334,91.25000000000001,-0.013666666666666681,0.10466666666666667,-64.137,-65.78566666666667,-9.972,-63.94433333333333,-65.779
9700000000.0,200000000.0,0.9575,91.58333333333334,-0.013706640340387821,0.10465095937252045,-66.77866666666667,-66.78333333333333,-11.78,-66.61566666666667,-67.54666666666667
9700000000.0,250000000.0,0.9586333333333334,91.75000000000001,-0.013706640340387821,0.10465095937252045,-66.928,-68.74233333333333,-12.132,-67.764,-66.82633333333334
9700000000.0,300000000.0,0.9609000000000001,91.58333333333334,-0.013706640340387821,0.10465095937252045,-67.37100000000001,-68.39233333333334,-12.321,-64.917,-68.20033333333333
9700000000.0,350000000.0,0.9609000000000001,91.16666666666666,-0.013706640340387821,0.10465095937252045,-66.57266666666666,-67.944,-12.636,-59.63933333333333,-67.277
9700000000.0,400000000.0,0.9518333333333334,90.83333333333333,-0.013706640340387821,0.10465095937252045,-67.19033333333333,-67.38866666666667,-12.234,-56.370666666666665,-67.53666666666668
9700000000.0,450000000.0,0.9467333333333333,91.25000000000001,-0.013706640340387821,0.10465095937252045,-67.733,-68.97533333333332,-13.235,-53.70666666666666,-67.09633333333333
9700000000.0,500000000.0,0.9399333333333332,91.75000000000001,-0.013706640340387821,0.10465095937252045,-68.50866666666667,-67.06366666666666,-13.389,-52.375,-66.90266666666666
9800000000.0,50000000.0,0.9575,90.5,-0.013666666666666681,0.11600000000000002,-65.54933333333334,-63.727000000000004,-10.041,-63.656333333333336,-64.956
9800000000.0,100000000.0,0.9518333333333334,90.5,-0.013706640340387821,0.11599865555763245,-63.553333333333335,-63.379,-9.726,-63.51,-66.119
9800000000.0,150000000.0,0.9518333333333334,90.83333333333333,-0.015000000000000015,0.11600000000000002,-65.21000000000001,-65.36966666666666,-9.603,-64.29766666666667,-65.83833333333332
9800000000.0,200000000.0,0.9575,90.83333333333333,-0.015333333333333345,0.11600000000000002,-62.86533333333333,-65.17166666666667,-9.95,-65.87766666666667,-63.992333333333335
9800000000.0,250000000.0,0.9552333333333334,90.5,-0.015329794958233833,0.11599865555763245,-68.105,-67.08233333333334,-12.45,-67.672,-66.676
9800000000.0,300000000.0,0.9541000000000001,90.33333333333333,-0.015329794958233833,0.11599865555763245,-66.04866666666666,-66.89733333333334,-12.039,-63.15133333333333,-67.99833333333333
9800000000.0,350000000.0,0.9467333333333333,90.33333333333333,-0.015329794958233833,0.11599865555763245,-67.55666666666667,-67.77566666666667,-12.844,-60.205666666666666,-67.22566666666667
9800000000.0,400000000.0,0.9455999999999999,90.5,-0.015329794958233833,0.11599865555763245,-66.76333333333334,-66.38966666666666,-12.947,-57.322,-67.92466666666667
9800000000.0,450000000.0,0.9433333333333332,91.25000000000001,-0.015329794958233833,0.11599865555763245,-69.563,-67.63666666666667,-13.387,-55.065666666666665,-68.19333333333334
9800000000.0,500000000.0,0.9433333333333332,91.25000000000001,-0.015000000000000015,0.11733333333333336,-66.15033333333334,-66.95933333333333,-13.807,-51.81766666666667,-67.44033333333333
9900000000.0,50000000.0,0.9455999999999999,90.33333333333333,-0.0020000000000000018,0.086,-62.417,-61.94233333333333,-9.648,-64.794,-64.93333333333332
9900000000.0,100000000.0,0.9495666666666668,90.5,-0.0020000000000000018,0.08466666666666665,-65.315,-64.94200000000001,-9.823,-63.355666666666664,-64.19566666666667
9900000000.0,150000000.0,0.9541000000000001,90.0,-0.0020000000000000018,0.08466666666666665,-61.489666666666665,-63.803666666666665,-10.02,-65.53833333333334,-63.095333333333336
9900000000.0,200000000.0,0.949,90.0,-0.0033333333333333357,0.08466666666666665,-62.85766666666667,-63.23733333333334,-9.521,-64.88266666666667,-64.74833333333333
9900000000.0,250000000.0,0.9399333333333332,90.0,-0.0033364847768098116,0.08465740084648132,-64.735,-65.02666666666667,-10.621,-64.21166666666667,-65.372
9900000000.0,300000000.0,0.9331333333333331,90.83333333333333,-0.0033364847768098116,0.08465740084648132,-66.83566666666667,-67.46366666666667,-12.744,-64.12266666666666,-66.94833333333334
9900000000.0,350000000.0,0.9353999999999999,91.25000000000001,-0.0033364847768098116,0.08465740084648132,-68.12533333333333,-67.28766666666667,-13.076,-59.961,-67.62466666666667
9900000000.0,400000000.0,0.9376666666666665,91.25000000000001,-0.0033364847768098116,0.08465740084648132,-66.72633333333333,-67.15466666666667,-13.374,-57.83433333333333,-67.756
9900000000.0,450000000.0,0.9342666666666666,90.91666666666669,-0.0020000000000000018,0.086,-66.429,-65.34766666666667,-13.455,-54.487,-67.01533333333334
9900000000.0,500000000.0,0.9234999999999999,90.83333333333333,-0.001983855850994587,0.08600831776857376,-66.67433333333334,-67.23333333333333,-13.913,-51.580333333333336,-67.118
10000000000.0,50000000.0,0.9541000000000001,89.66666666666667,-0.007000000000000013,0.056,-65.04433333333333,-65.76599999999999,-10.022,-63.75,-64.85133333333333
10000000000.0,100000000.0,0.9495666666666668,89.5,-0.007000000000000013,0.056,-64.86,-64.907,-9.518,-64.489,-65.626
10000000000.0,150000000.0,0.9467333333333333,89.5,-0.007033670786768198,0.056017983704805374,-65.03633333333333,-62.782666666666664,-10.28,-65.53866666666667,-64.87933333333334
10000000000.0,200000000.0,0.9399333333333332,90.0,-0.007000000000000013,0.056,-66.09133333333334,-65.00800000000001,-10.307,-65.78166666666667,-65.62666666666667
10000000000.0,250000000.0,0.9376666666666665,90.33333333333333,-0.007000000000000013,0.056,-66.18066666666667,-63.159,-10.645,-63.39133333333333,-65.79266666666666
10000000000.0,300000000.0,0.9365333333333332,90.5,-0.007000000000000013,0.056,-67.07866666666666,-63.467666666666666,-11.002,-61.65166666666667,-65.79599999999999
10000000000.0,350000000.0,0.9314333333333332,90.33333333333333,-0.007033670786768198,0.056017983704805374,-67.53,-64.11,-13.151,-59.38433333333333,-67.336
10000000000.0,400000000.0,0.9257666666666665,90.0,-0.007033670786768198,0.056017983704805374,-67.15166666666667,-65.74866666666667,-13.446,-56.97266666666667,-66.88066666666667
10000000000.0,450000000.0,0.9127333333333333,90.33333333333333,-0.007033670786768198,0.056017983704805374,-68.15466666666667,-67.66366666666667,-13.148,-54.066,-68.12433333333334
10000000000.0,500000000.0,0.9093333333333332,90.83333333333333,-0.007033670786768198,0.056017983704805374,-65.57266666666666,-67.48433333333332,-13.593,-51.440666666666665,-65.575
10100000000.0,50000000.0,0.9609000000000001,87.91666666666667,-0.015333333333333345,0.06933333333333333,-63.46633333333333,-64.10966666666667,-10.151,-64.578,-66.17166666666667
10100000000.0,100000000.0,0.9609000000000001,88.25,-0.015329794958233833,0.06934702396392822,-63.925000000000004,-63.99,-10.455,-64.83533333333334,-66.55133333333333
10100000000.0,150000000.0,0.9597666666666667,88.25,-0.015333333333333345,0.06933333333333333,-63.09,-63.18866666666667,-10.562,-63.80866666666667,-65.36433333333333
10100000000.0,200000000.0,0.9552333333333334,87.91666666666667,-0.015333333333333345,0.06933333333333333,-64.834,-64.817,-10.437,-65.841,-64.751
10100000000.0,250000000.0,0.9467333333333333,87.91666666666667,-0.015329794958233833,0.06934702396392822,-65.31533333333333,-65.91766666666666,-10.519,-64.832,-65.76
10100000000.0,300000000.0,0.9376666666666665,87.91666666666667,-0.015329794958233833,0.06934702396392822,-66.63833333333334,-64.71966666666667,-10.968,-62.64,-66.64
10100000000.0,350000000.0,0.9314333333333332,87.91666666666667,-0.015329794958233833,0.06934702396392822,-64.58,-64.826,-10.758,-57.02133333333334,-64.35766666666667
10100000000.0,400000000.0,0.9291666666666666,87.91666666666667,-0.015329794958233833,0.06934702396392822,-65.17966666666666,-68.26466666666667,-13.055,-56.022,-65.235
10100000000.0,450000000.0,0.9234999999999999,88.75,-0.015329794958233833,0.06934702396392822,-66.25033333333334,-66.83566666666667,-13.467,-53.852333333333334,-67.39433333333334
10100000000.0,500000000.0,0.9257666666666665,88.83333333333334,-0.014000000000000012,0.07066666666666666,-66.23100000000001,-65.523,-13.72,-51.38166666666667,-67.83733333333333
10200000000.0,50000000.0,0.9682666666666667,89.16666666666667,-0.016666666666666677,0.09066666666666665,-65.054,-61.97266666666667,-10.66,-63.440999999999995,-64.849
10200000000.0,100000000.0,0.9671333333333334,88.83333333333334,-0.016666666666666677,0.08933333333333332,-63.35366666666667,-65.132,-10.765,-62.001333333333335,-65.99633333333333
10200000000.0,150000000.0,0.9631666666666667,88.75,-0.016682423651218414,0.08934058248996735,-63.143,-67.36266666666667,-10.45,-63.07366666666667,-66.92433333333334
10200000000.0,200000000.0,0.9518333333333334,88.25,-0.016682423651218414,0.08934058248996735,-64.34033333333333,-64.399,-10.483,-65.325,-64.956
10200000000.0,250000000.0,0.9410666666666666,88.41666666666667,-0.017333333333333346,0.08933333333333332,-65.68966666666667,-64.59933333333333,-10.145,-65.363,-65.05133333333333
10200000000.0,300000000.0,0.9376666666666665,88.75,-0.017313651740550995,0.08934058248996735,-62.35666666666666,-65.48,-10.484,-62.10866666666667,-65.988
10200000000.0,350000000.0,0.9376666666666665,88.75,-0.017313651740550995,0.08934058248996735,-66.425,-65.46566666666666,-11.006,-57.1,-67.02633333333333
10200000000.0,400000000.0,0.9376666666666665,88.75,-0.017313651740550995,0.08934058248996735,-65.06066666666666,-65.943,-11.276,-55.833999999999996,-64.219
10200000000.0,450000000.0,0.9342666666666666,89.16666666666667,-0.017313651740550995,0.08934058248996735,-67.374,-68.146,-14.189,-54.809666666666665,-69.408
10200000000.0,500000000.0,0.9234999999999999,89.16666666666667,-0.017313651740550995,0.08934058248996735,-68.493,-66.76533333333333,-14.803,-52.24466666666667,-69.81833333333333
10300000000.0,50000000.0,0.9739333333333333,88.41666666666667,-0.012333333333333349,0.08466666666666665,-65.92566666666667,-64.48033333333333,-10.493,-63.284666666666666,-65.56666666666666
10300000000.0,100000000.0,0.9682666666666667,87.91666666666667,-0.013666666666666681,0.08466666666666665,-62.39266666666666,-65.44266666666667,-10.702,-62.699,-66.167
10300000000.0,150000000.0,0.9609000000000001,87.91666666666667,-0.013666666666666681,0.08466666666666665,-65.21733333333334,-64.41033333333333,-10.013,-62.519666666666666,-65.74900000000001
10300000000.0,200000000.0,0.9575,87.91666666666667,-0.013666666666666681,0.08466666666666665,-62.918,-64.98266666666667,-9.877,-65.356,-64.82633333333334
10300000000.0,250000000.0,0.9575,87.91666666666667,-0.013666666666666681,0.08466666666666665,-64.593,-63.961666666666666,-10.294,-65.64133333333334,-64.839
10300000000.0,300000000.0,0.9575,87.91666666666667,-0.015000000000000015,0.08466666666666665,-66.671,-64.256,-10.641,-61.202999999999996,-65.14
10300000000.0,350000000.0,0.9552333333333334,87.91666666666667,-0.013666666666666681,0.08466666666666665,-65.35833333333333,-63.904,-11.601,-58.337,-66.23100000000001
10300000000.0,400000000.0,0.949,87.91666666666667,-0.013706640340387821,0.08465740084648132,-64.78633333333333,-65.43,-12.217,-55.367666666666665,-65.33566666666667
10300000000.0,450000000.0,0.9376666666666665,88.25,-0.013706640340387821,0.08465740084648132,-67.06133333333334,-66.48400000000001,-12.538,-52.708,-67.74000000000001
10300000000.0,500000000.0,0.9291666666666666,88.75,-0.013706640340387821,0.08465740084648132,-66.12666666666667,-68.34066666666666,-14.365,-52.379666666666665,-69.13066666666667
10400000000.0,50000000.0,0.9637333333333334,88.75,-0.015000000000000015,0.07633333333333332,-63.63666666666667,-63.735,-10.148,-64.35766666666667,-64.151
10400000000.0,100000000.0,0.9660000000000001,88.75,-0.015333333333333345,0.07766666666666666,-64.86033333333333,-62.84966666666667,-10.173,-64.09166666666667,-66.53166666666667
10400000000.0,150000000.0,0.9694,88.41666666666667,-0.015333333333333345,0.07766666666666666,-64.72533333333334,-62.349000000000004,-10.072,-64.33766666666666,-65.43966666666667
10400000000.0,200000000.0,0.9716666666666667,88.25,-0.015333333333333345,0.07766666666666666,-65.91499999999999,-62.343333333333334,-10.024,-64.16799999999999,-65.17866666666667
10400000000.0,250000000.0,0.9660000000000001,88.25,-0.015333333333333345,0.07633333333333332,-63.455666666666666,-64.0,-10.929,-64.669,-65.43766666666667
10400000000.0,300000000.0,0.9597666666666667,88.25,-0.015329794958233833,0.07637178897857666,-66.785,-65.96133333333334,-11.609,-63.397666666666666,-66.62166666666667
10400000000.0,350000000.0,0.9518333333333334,88.41666666666667,-0.015329794958233833,0.07637178897857666,-67.41066666666667,-66.74466666666666,-11.988,-58.44133333333333,-65.909
10400000000.0,400000000.0,0.949,88.25,-0.015329794958233833,0.07637178897857666,-65.23466666666667,-65.83933333333333,-11.77,-56.440666666666665,-66.355
10400000000.0,450000000.0,0.9410666666666666,88.41666666666667,-0.015333333333333345,0.07766666666666666,-66.241,-65.88066666666667,-11.531,-52.946666666666665,-66.54766666666667
10400000000.0,500000000.0,0.9331333333333331,88.25,-0.015329794958233833,0.07763264328241348,-64.897,-66.229,-11.887,-49.10966666666667,-65.46866666666666
10500000000.0,50000000.0,0.9750666666666666,88.75,-0.010333333333333347,0.09766666666666665,-64.55433333333333,-65.49633333333333,-10.187,-62.876666666666665,-66.49466666666667
10500000000.0,100000000.0,0.9801666666666667,88.41666666666667,-0.010333333333333347,0.09766666666666665,-61.40133333333333,-64.918,-10.243,-65.24833333333333,-64.80433333333333
10500000000.0,150000000.0,0.9824333333333334,88.25,-0.011666666666666681,0.09766666666666665,-65.76266666666666,-62.663333333333334,-10.572,-66.18866666666666,-65.17833333333333
10500000000.0,200000000.0,0.9750666666666666,87.91666666666667,-0.010333333333333347,0.09766666666666665,-67.93666666666667,-61.94133333333333,-11.076,-67.02366666666667,-65.666
10500000000.0,250000000.0,0.9660000000000001,87.91666666666667,-0.011666666666666681,0.09633333333333331,-64.12233333333333,-64.73266666666667,-11.48,-66.80866666666667,-65.75233333333334
10500000000.0,300000000.0,0.9609000000000001,88.25,-0.01163260918110609,0.09636534005403519,-66.33766666666666,-66.09133333333332,-11.192,-63.19866666666667,-66.03866666666666
10500000000.0,350000000.0,0.9597666666666667,87.91666666666667,-0.011666666666666681,0.09633333333333331,-64.06066666666666,-65.50566666666667,-10.906,-58.76566666666667,-64.652
10500000000.0,400000000.0,0.9575,87.41666666666667,-0.011666666666666681,0.09766666666666665,-65.84233333333334,-64.83966666666667,-11.375,-55.66766666666667,-66.48333333333333
10500000000.0,450000000.0,0.9495666666666668,87.08333333333334,-0.01163260918110609,0.0976262018084526,-63.306,-65.74566666666666,-11.801,-51.55833333333333,-65.19433333333333
10500000000.0,500000000.0,0.9376666666666665,87.08333333333334,-0.01163260918110609,0.0976262018084526,-67.075,-65.45566666666666,-12.372,-49.562,-63.998666666666665
10600000000.0,50000000.0,0.9801666666666667,89.66666666666667,-0.010333333333333347,0.09066666666666665,-65.401,-64.158,-10.664,-62.47933333333333,-64.57600000000001
10600000000.0,100000000.0,0.9779000000000001,89.5,-0.010333333333333347,0.09066666666666665,-62.52533333333333,-63.85666666666666,-11.039,-62.12766666666667,-65.62333333333333
10600000000.0,150000000.0,0.9716666666666667,89.16666666666667,-0.010370155796408653,0.09069149941205978,-66.93433333333333,-64.128,-11.38,-64.35433333333333,-66.342
10600000000.0,200000000.0,0.9682666666666667,89.16666666666667,-0.011666666666666681,0.08933333333333332,-64.163,-66.11766666666666,-10.999,-64.91366666666667,-67.33833333333332
10600000000.0,250000000.0,0.9637333333333334,88.83333333333334,-0.011666666666666681,0.08933333333333332,-64.49366666666667,-64.868,-10.495,-65.26933333333334,-65.32433333333333
